Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([56]), u'n_hidden_layers': array([7]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '1231', 'test cost=', '0.643456817')
('Epoch:', '1232', 'training cost=', '0.655245024')
('Epoch:', '1232', 'test cost=', '0.642865241')
('Epoch:', '1233', 'training cost=', '0.654126409')
('Epoch:', '1233', 'test cost=', '0.646090209')
('Epoch:', '1234', 'training cost=', '0.655665034')
('Epoch:', '1234', 'test cost=', '0.642571509')
('Epoch:', '1235', 'training cost=', '0.657538303')
('Epoch:', '1235', 'test cost=', '0.669010460')
('Epoch:', '1236', 'training cost=', '0.656245491')
('Epoch:', '1236', 'test cost=', '0.757334292')
('Epoch:', '1237', 'training cost=', '0.652641915')
('Epoch:', '1237', 'test cost=', '0.641089261')
('Epoch:', '1238', 'training cost=', '0.655562454')
('Epoch:', '1238', 'test cost=', '0.705799341')
('Epoch:', '1239', 'training cost=', '0.654676243')
('Epoch:', '1239', 'test cost=', '0.660296798')
('Epoch:', '1240', 'training cost=', '0.655701771')
('Epoch:', '1240', 'test cost=', '0.668449342')
('Epoch:', '1241', 'training cost=', '0.654606115')
('Epoch:', '1241', 'test cost=', '0.655117393')
('Epoch:', '1242', 'training cost=', '0.655218496')
('Epoch:', '1242', 'test cost=', '0.648531377')
('Epoch:', '1243', 'training cost=', '0.657548230')
('Epoch:', '1243', 'test cost=', '0.644484878')
('Epoch:', '1244', 'training cost=', '0.655831145')
('Epoch:', '1244', 'test cost=', '0.662157297')
('Epoch:', '1245', 'training cost=', '0.656974031')
('Epoch:', '1245', 'test cost=', '0.648735523')
('Epoch:', '1246', 'training cost=', '0.654234917')
('Epoch:', '1246', 'test cost=', '0.641341567')
('Epoch:', '1247', 'training cost=', '0.654693713')
('Epoch:', '1247', 'test cost=', '0.663737476')
('Epoch:', '1248', 'training cost=', '0.657075564')
('Epoch:', '1248', 'test cost=', '0.690924585')
('Epoch:', '1249', 'training cost=', '0.654025360')
('Epoch:', '1249', 'test cost=', '0.640893519')
('Epoch:', '1250', 'training cost=', '0.658087135')
('Epoch:', '1250', 'test cost=', '0.646827102')
('Epoch:', '1251', 'training cost=', '0.657340065')
('Epoch:', '1251', 'test cost=', '0.644462287')
('Epoch:', '1252', 'training cost=', '0.654169597')
('Epoch:', '1252', 'test cost=', '0.691428006')
('Epoch:', '1253', 'training cost=', '0.656513816')
('Epoch:', '1253', 'test cost=', '0.694870234')
('Epoch:', '1254', 'training cost=', '0.653730389')
('Epoch:', '1254', 'test cost=', '0.660348237')
('Epoch:', '1255', 'training cost=', '0.656635805')
('Epoch:', '1255', 'test cost=', '0.644527435')
('Epoch:', '1256', 'training cost=', '0.657303034')
('Epoch:', '1256', 'test cost=', '0.653092206')
('Epoch:', '1257', 'training cost=', '0.656142645')
('Epoch:', '1257', 'test cost=', '0.646828115')
('Epoch:', '1258', 'training cost=', '0.657225542')
('Epoch:', '1258', 'test cost=', '0.643930733')
('Epoch:', '1259', 'training cost=', '0.659611502')
('Epoch:', '1259', 'test cost=', '0.670420408')
('Epoch:', '1260', 'training cost=', '0.658127086')
('Epoch:', '1260', 'test cost=', '0.644917965')
('Epoch:', '1261', 'training cost=', '0.654998008')
('Epoch:', '1261', 'test cost=', '0.649321020')
('Epoch:', '1262', 'training cost=', '0.654588861')
('Epoch:', '1262', 'test cost=', '0.641998112')
('Epoch:', '1263', 'training cost=', '0.659691079')
('Epoch:', '1263', 'test cost=', '0.644403100')
('Epoch:', '1264', 'training cost=', '0.657430205')
('Epoch:', '1264', 'test cost=', '0.655973017')
('Epoch:', '1265', 'training cost=', '0.655595007')
('Epoch:', '1265', 'test cost=', '0.641451359')
('Epoch:', '1266', 'training cost=', '0.655102035')
('Epoch:', '1266', 'test cost=', '0.643791139')
('Epoch:', '1267', 'training cost=', '0.657622689')
('Epoch:', '1267', 'test cost=', '0.642948687')
('Epoch:', '1268', 'training cost=', '0.656458510')
('Epoch:', '1268', 'test cost=', '0.643919051')
('Epoch:', '1269', 'training cost=', '0.659599532')
('Epoch:', '1269', 'test cost=', '0.640830934')
('Epoch:', '1270', 'training cost=', '0.654374722')
('Epoch:', '1270', 'test cost=', '0.642458618')
('Epoch:', '1271', 'training cost=', '0.656405777')
('Epoch:', '1271', 'test cost=', '0.668282330')
('Epoch:', '1272', 'training cost=', '0.653481102')
('Epoch:', '1272', 'test cost=', '0.670266390')
('Epoch:', '1273', 'training cost=', '0.655799843')
('Epoch:', '1273', 'test cost=', '0.641352057')
('Epoch:', '1274', 'training cost=', '0.657921387')
('Epoch:', '1274', 'test cost=', '0.671193600')
('Epoch:', '1275', 'training cost=', '0.653789121')
('Epoch:', '1275', 'test cost=', '0.647768736')
('Epoch:', '1276', 'training cost=', '0.658277319')
('Epoch:', '1276', 'test cost=', '0.642253101')
('Epoch:', '1277', 'training cost=', '0.655717738')
('Epoch:', '1277', 'test cost=', '0.643879890')
('Epoch:', '1278', 'training cost=', '0.654693748')
('Epoch:', '1278', 'test cost=', '0.698786020')
('Epoch:', '1279', 'training cost=', '0.656833459')
('Epoch:', '1279', 'test cost=', '0.640835941')
('Epoch:', '1280', 'training cost=', '0.656121270')
('Epoch:', '1280', 'test cost=', '0.643566489')
('Epoch:', '1281', 'training cost=', '0.657627211')
('Epoch:', '1281', 'test cost=', '0.646112204')
('Epoch:', '1282', 'training cost=', '0.658738136')
('Epoch:', '1282', 'test cost=', '0.641599417')
('Epoch:', '1283', 'training cost=', '0.655800481')
('Epoch:', '1283', 'test cost=', '0.641982734')
('Epoch:', '1284', 'training cost=', '0.660610741')
('Epoch:', '1284', 'test cost=', '0.700417995')
('Epoch:', '1285', 'training cost=', '0.655329514')
('Epoch:', '1285', 'test cost=', '0.683747172')
('Epoch:', '1286', 'training cost=', '0.658360989')
('Epoch:', '1286', 'test cost=', '0.655805528')
('Epoch:', '1287', 'training cost=', '0.654057132')
('Epoch:', '1287', 'test cost=', '0.670974433')
('Epoch:', '1288', 'training cost=', '0.655490295')
('Epoch:', '1288', 'test cost=', '0.657876551')
('Epoch:', '1289', 'training cost=', '0.655029659')
('Epoch:', '1289', 'test cost=', '0.641946018')
('Epoch:', '1290', 'training cost=', '0.655698713')
('Epoch:', '1290', 'test cost=', '0.645857871')
('Epoch:', '1291', 'training cost=', '0.656645834')
('Epoch:', '1291', 'test cost=', '0.695072293')
('Epoch:', '1292', 'training cost=', '0.654659701')
('Epoch:', '1292', 'test cost=', '0.648592591')
('Epoch:', '1293', 'training cost=', '0.654929088')
('Epoch:', '1293', 'test cost=', '0.657976449')
('Epoch:', '1294', 'training cost=', '0.658128378')
('Epoch:', '1294', 'test cost=', '0.659678698')
('Epoch:', '1295', 'training cost=', '0.655582381')
('Epoch:', '1295', 'test cost=', '0.640899241')
('Epoch:', '1296', 'training cost=', '0.657363117')
('Epoch:', '1296', 'test cost=', '0.642584860')
('Epoch:', '1297', 'training cost=', '0.656021549')
('Epoch:', '1297', 'test cost=', '0.766438365')
('Epoch:', '1298', 'training cost=', '0.657135500')
('Epoch:', '1298', 'test cost=', '0.670270085')
('Epoch:', '1299', 'training cost=', '0.654773764')
('Epoch:', '1299', 'test cost=', '0.648505509')
('Epoch:', '1300', 'training cost=', '0.658238675')
('Epoch:', '1300', 'test cost=', '0.654172897')
('Epoch:', '1301', 'training cost=', '0.654995396')
('Epoch:', '1301', 'test cost=', '0.640864670')
('Epoch:', '1302', 'training cost=', '0.654928712')
('Epoch:', '1302', 'test cost=', '0.667899311')
('Epoch:', '1303', 'training cost=', '0.659298535')
('Epoch:', '1303', 'test cost=', '0.660291016')
('Epoch:', '1304', 'training cost=', '0.658982618')
('Epoch:', '1304', 'test cost=', '0.644259632')
('Epoch:', '1305', 'training cost=', '0.655976296')
('Epoch:', '1305', 'test cost=', '0.641436219')
('Epoch:', '1306', 'training cost=', '969.579316640')
('Epoch:', '1306', 'test cost=', '0.746573687')
('Epoch:', '1307', 'training cost=', '0.662066211')
('Epoch:', '1307', 'test cost=', '0.661193252')
('Epoch:', '1308', 'training cost=', '0.655031211')
('Epoch:', '1308', 'test cost=', '0.669493377')
('Epoch:', '1309', 'training cost=', '0.657158469')
('Epoch:', '1309', 'test cost=', '0.730372965')
('Epoch:', '1310', 'training cost=', '0.657104961')
('Epoch:', '1310', 'test cost=', '0.640871584')
('Epoch:', '1311', 'training cost=', '0.651931278')
('Epoch:', '1311', 'test cost=', '0.642746806')
('Epoch:', '1312', 'training cost=', '0.658082594')
('Epoch:', '1312', 'test cost=', '0.687836111')
('Epoch:', '1313', 'training cost=', '0.657277509')
('Epoch:', '1313', 'test cost=', '0.688643456')
('Epoch:', '1314', 'training cost=', '0.654432208')
('Epoch:', '1314', 'test cost=', '0.640987039')
('Epoch:', '1315', 'training cost=', '0.656463347')
('Epoch:', '1315', 'test cost=', '0.646076679')
('Epoch:', '1316', 'training cost=', '0.655199800')
('Epoch:', '1316', 'test cost=', '0.645646155')
('Epoch:', '1317', 'training cost=', '0.655354506')
('Epoch:', '1317', 'test cost=', '0.705397248')
('Epoch:', '1318', 'training cost=', '0.657463760')
('Epoch:', '1318', 'test cost=', '0.641777217')
('Epoch:', '1319', 'training cost=', '0.659833413')
('Epoch:', '1319', 'test cost=', '0.708379388')
('Epoch:', '1320', 'training cost=', '0.655721429')
('Epoch:', '1320', 'test cost=', '0.641888320')
('Epoch:', '1321', 'training cost=', '0.656402172')
('Epoch:', '1321', 'test cost=', '0.642191887')
('Epoch:', '1322', 'training cost=', '0.657194468')
('Epoch:', '1322', 'test cost=', '0.658107102')
('Epoch:', '1323', 'training cost=', '0.654228487')
('Epoch:', '1323', 'test cost=', '0.652052045')
('Epoch:', '1324', 'training cost=', '0.655917250')
('Epoch:', '1324', 'test cost=', '0.644259036')
('Epoch:', '1325', 'training cost=', '0.653622866')
('Epoch:', '1325', 'test cost=', '0.640834391')
('Epoch:', '1326', 'training cost=', '0.656412060')
('Epoch:', '1326', 'test cost=', '0.643166363')
('Epoch:', '1327', 'training cost=', '0.654265176')
('Epoch:', '1327', 'test cost=', '0.657591581')
('Epoch:', '1328', 'training cost=', '0.654156163')
('Epoch:', '1328', 'test cost=', '0.641681075')
('Epoch:', '1329', 'training cost=', '0.655635577')
('Epoch:', '1329', 'test cost=', '0.687307298')
('Epoch:', '1330', 'training cost=', '0.657321149')
('Epoch:', '1330', 'test cost=', '0.643885911')
('Epoch:', '1331', 'training cost=', '0.655042177')
('Epoch:', '1331', 'test cost=', '0.641340494')
('Epoch:', '1332', 'training cost=', '0.656408766')
('Epoch:', '1332', 'test cost=', '0.640850663')
('Epoch:', '1333', 'training cost=', '0.657859806')
('Epoch:', '1333', 'test cost=', '0.656703711')
('Epoch:', '1334', 'training cost=', '0.656401308')
('Epoch:', '1334', 'test cost=', '0.646899343')
('Epoch:', '1335', 'training cost=', '0.655616902')
('Epoch:', '1335', 'test cost=', '0.646469712')
('Epoch:', '1336', 'training cost=', '0.655793767')
('Epoch:', '1336', 'test cost=', '0.641002297')
('Epoch:', '1337', 'training cost=', '0.656351915')
('Epoch:', '1337', 'test cost=', '0.640828848')
('Epoch:', '1338', 'training cost=', '0.656418202')
('Epoch:', '1338', 'test cost=', '0.646910250')
('Epoch:', '1339', 'training cost=', '0.659659827')
('Epoch:', '1339', 'test cost=', '0.642096162')
('Epoch:', '1340', 'training cost=', '0.655847134')
('Epoch:', '1340', 'test cost=', '0.662980735')
('Epoch:', '1341', 'training cost=', '0.653490386')
('Epoch:', '1341', 'test cost=', '0.665396750')
('Epoch:', '1342', 'training cost=', '0.656633564')
('Epoch:', '1342', 'test cost=', '0.642238379')
('Epoch:', '1343', 'training cost=', '0.657569119')
('Epoch:', '1343', 'test cost=', '0.641902030')
('Epoch:', '1344', 'training cost=', '0.653985141')
('Epoch:', '1344', 'test cost=', '0.653571904')
('Epoch:', '1345', 'training cost=', '0.654451638')
('Epoch:', '1345', 'test cost=', '0.649943352')
('Epoch:', '1346', 'training cost=', '0.656672545')
('Epoch:', '1346', 'test cost=', '0.643469393')
('Epoch:', '1347', 'training cost=', '0.654056162')
('Epoch:', '1347', 'test cost=', '0.640800476')
('Epoch:', '1348', 'training cost=', '0.655563447')
('Epoch:', '1348', 'test cost=', '0.641761065')
('Epoch:', '1349', 'training cost=', '0.657984784')
('Epoch:', '1349', 'test cost=', '0.655975878')
('Epoch:', '1350', 'training cost=', '0.654593652')
('Epoch:', '1350', 'test cost=', '0.640823364')
('Epoch:', '1351', 'training cost=', '0.655800177')
('Epoch:', '1351', 'test cost=', '0.640859008')
('Epoch:', '1352', 'training cost=', '0.656065643')
('Epoch:', '1352', 'test cost=', '0.654361248')
('Epoch:', '1353', 'training cost=', '0.657118357')
('Epoch:', '1353', 'test cost=', '0.642686725')
('Epoch:', '1354', 'training cost=', '0.655651396')
('Epoch:', '1354', 'test cost=', '0.641797304')
('Epoch:', '1355', 'training cost=', '0.654132404')
('Epoch:', '1355', 'test cost=', '0.701763988')
('Epoch:', '1356', 'training cost=', '0.655870260')
('Epoch:', '1356', 'test cost=', '0.645116329')
('Epoch:', '1357', 'training cost=', '0.656834903')
('Epoch:', '1357', 'test cost=', '0.659723043')
('Epoch:', '1358', 'training cost=', '0.656585535')
('Epoch:', '1358', 'test cost=', '0.640861332')
('Epoch:', '1359', 'training cost=', '0.653040940')
('Epoch:', '1359', 'test cost=', '0.646470904')
('Epoch:', '1360', 'training cost=', '0.660168629')
('Epoch:', '1360', 'test cost=', '0.642554224')
('Epoch:', '1361', 'training cost=', '0.657648761')
('Epoch:', '1361', 'test cost=', '0.718023360')
('Epoch:', '1362', 'training cost=', '0.658423614')
('Epoch:', '1362', 'test cost=', '0.644311130')
('Epoch:', '1363', 'training cost=', '0.653720786')
('Epoch:', '1363', 'test cost=', '0.665378809')
('Epoch:', '1364', 'training cost=', '0.656329587')
('Epoch:', '1364', 'test cost=', '0.705026686')
('Epoch:', '1365', 'training cost=', '0.657529535')
('Epoch:', '1365', 'test cost=', '0.665230691')
('Epoch:', '1366', 'training cost=', '0.658099528')
('Epoch:', '1366', 'test cost=', '0.666303933')
('Epoch:', '1367', 'training cost=', '0.655454191')
('Epoch:', '1367', 'test cost=', '0.641429901')
('Epoch:', '1368', 'training cost=', '0.658128824')
('Epoch:', '1368', 'test cost=', '0.642019987')
('Epoch:', '1369', 'training cost=', '0.658075677')
('Epoch:', '1369', 'test cost=', '0.642280936')
('Epoch:', '1370', 'training cost=', '0.653658986')
('Epoch:', '1370', 'test cost=', '0.642959058')
('Epoch:', '1371', 'training cost=', '0.655023903')
('Epoch:', '1371', 'test cost=', '0.644487083')
('Epoch:', '1372', 'training cost=', '0.656774034')
('Epoch:', '1372', 'test cost=', '0.674031973')
('Epoch:', '1373', 'training cost=', '0.652035556')
('Epoch:', '1373', 'test cost=', '0.640905738')
('Epoch:', '1374', 'training cost=', '0.654776136')
('Epoch:', '1374', 'test cost=', '0.640946269')
('Epoch:', '1375', 'training cost=', '0.658515634')
('Epoch:', '1375', 'test cost=', '0.641953766')
('Epoch:', '1376', 'training cost=', '0.660448975')
('Epoch:', '1376', 'test cost=', '0.661070287')
('Epoch:', '1377', 'training cost=', '0.656264348')
('Epoch:', '1377', 'test cost=', '0.679386675')
('Epoch:', '1378', 'training cost=', '0.656527678')
('Epoch:', '1378', 'test cost=', '0.646668971')
('Epoch:', '1379', 'training cost=', '0.654964934')
('Epoch:', '1379', 'test cost=', '0.642025948')
('Epoch:', '1380', 'training cost=', '0.654380084')
('Epoch:', '1380', 'test cost=', '0.655303717')
('Epoch:', '1381', 'training cost=', '0.659136729')
('Epoch:', '1381', 'test cost=', '0.706970811')
('Epoch:', '1382', 'training cost=', '0.657771936')
('Epoch:', '1382', 'test cost=', '0.661801755')
('Epoch:', '1383', 'training cost=', '0.657246272')
('Epoch:', '1383', 'test cost=', '0.649010301')
('Epoch:', '1384', 'training cost=', '0.656421606')
('Epoch:', '1384', 'test cost=', '0.688815117')
('Epoch:', '1385', 'training cost=', '0.654693835')
('Epoch:', '1385', 'test cost=', '0.645951390')
('Epoch:', '1386', 'training cost=', '0.660301686')
('Epoch:', '1386', 'test cost=', '0.719538093')
('Epoch:', '1387', 'training cost=', '0.657191477')
('Epoch:', '1387', 'test cost=', '0.640846789')
('Epoch:', '1388', 'training cost=', '0.656340868')
('Epoch:', '1388', 'test cost=', '0.654430389')
('Epoch:', '1389', 'training cost=', '0.657742453')
('Epoch:', '1389', 'test cost=', '0.697103500')
('Epoch:', '1390', 'training cost=', '0.658565209')
('Epoch:', '1390', 'test cost=', '0.640783012')
('Epoch:', '1391', 'training cost=', '0.653737271')
('Epoch:', '1391', 'test cost=', '0.659750581')
('Epoch:', '1392', 'training cost=', '0.660507039')
('Epoch:', '1392', 'test cost=', '0.645687282')
('Epoch:', '1393', 'training cost=', '0.654711771')
('Epoch:', '1393', 'test cost=', '0.658331513')
('Epoch:', '1394', 'training cost=', '0.653553599')
('Epoch:', '1394', 'test cost=', '0.669887185')
('Epoch:', '1395', 'training cost=', '0.657290932')
('Epoch:', '1395', 'test cost=', '0.665778041')
('Epoch:', '1396', 'training cost=', '0.655704502')
('Epoch:', '1396', 'test cost=', '0.642774999')
('Epoch:', '1397', 'training cost=', '0.658027027')
('Epoch:', '1397', 'test cost=', '0.649167538')
('Epoch:', '1398', 'training cost=', '0.656477796')
('Epoch:', '1398', 'test cost=', '0.641470790')
('Epoch:', '1399', 'training cost=', '0.659523095')
('Epoch:', '1399', 'test cost=', '0.648195088')
('Epoch:', '1400', 'training cost=', '0.658283575')
('Epoch:', '1400', 'test cost=', '0.642871439')
('Epoch:', '1401', 'training cost=', '0.657549128')
('Epoch:', '1401', 'test cost=', '0.682077229')
('Epoch:', '1402', 'training cost=', '0.655789410')
('Epoch:', '1402', 'test cost=', '0.661713421')
('Epoch:', '1403', 'training cost=', '0.654861514')
('Epoch:', '1403', 'test cost=', '0.649200022')
('Epoch:', '1404', 'training cost=', '0.658275672')
('Epoch:', '1404', 'test cost=', '0.646546900')
('Epoch:', '1405', 'training cost=', '0.655252185')
('Epoch:', '1405', 'test cost=', '0.644376636')
('Epoch:', '1406', 'training cost=', '0.655445330')
('Epoch:', '1406', 'test cost=', '0.645924747')
('Epoch:', '1407', 'training cost=', '0.654516273')
('Epoch:', '1407', 'test cost=', '0.678413510')
('Epoch:', '1408', 'training cost=', '0.658010488')
('Epoch:', '1408', 'test cost=', '0.663347185')
('Epoch:', '1409', 'training cost=', '0.653866205')
('Epoch:', '1409', 'test cost=', '0.654270589')
('Epoch:', '1410', 'training cost=', '0.658468586')
('Epoch:', '1410', 'test cost=', '0.641665578')
('Epoch:', '1411', 'training cost=', '0.657344674')
('Epoch:', '1411', 'test cost=', '0.645812333')
('Epoch:', '1412', 'training cost=', '0.656464459')
('Epoch:', '1412', 'test cost=', '0.640877068')
('Epoch:', '1413', 'training cost=', '0.655157237')
('Epoch:', '1413', 'test cost=', '0.652274668')
('Epoch:', '1414', 'training cost=', '0.656239045')
('Epoch:', '1414', 'test cost=', '0.658867180')
('Epoch:', '1415', 'training cost=', '0.656908216')
('Epoch:', '1415', 'test cost=', '0.652808189')
('Epoch:', '1416', 'training cost=', '0.657507887')
('Epoch:', '1416', 'test cost=', '0.670638084')
('Epoch:', '1417', 'training cost=', '0.659087437')
('Epoch:', '1417', 'test cost=', '0.642425716')
('Epoch:', '1418', 'training cost=', '0.653759371')
('Epoch:', '1418', 'test cost=', '0.668127656')
('Epoch:', '1419', 'training cost=', '0.656576802')
('Epoch:', '1419', 'test cost=', '0.655481160')
('Epoch:', '1420', 'training cost=', '0.658277842')
('Epoch:', '1420', 'test cost=', '0.641587675')
('Epoch:', '1421', 'training cost=', '0.657055010')
('Epoch:', '1421', 'test cost=', '0.644937038')
('Epoch:', '1422', 'training cost=', '0.653318387')
('Epoch:', '1422', 'test cost=', '0.711202264')
('Epoch:', '1423', 'training cost=', '0.656809308')
('Epoch:', '1423', 'test cost=', '0.645920515')
('Epoch:', '1424', 'training cost=', '0.659588832')
