Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([366]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 0.0001]), u'beta': array([ 100.])}
('Epoch:', '1228', 'training cost=', '0.641346114')
('Epoch:', '1228', 'test cost=', '0.640800297')
('Epoch:', '1229', 'training cost=', '0.641001905')
('Epoch:', '1229', 'test cost=', '0.640830159')
('Epoch:', '1230', 'training cost=', '0.641463905')
('Epoch:', '1230', 'test cost=', '0.640796483')
('Epoch:', '1231', 'training cost=', '0.641820918')
('Epoch:', '1231', 'test cost=', '0.640794277')
('Epoch:', '1232', 'training cost=', '0.643110176')
('Epoch:', '1232', 'test cost=', '0.640831292')
('Epoch:', '1233', 'training cost=', '0.643262606')
('Epoch:', '1233', 'test cost=', '0.640848160')
('Epoch:', '1234', 'training cost=', '0.643485376')
('Epoch:', '1234', 'test cost=', '0.640847743')
('Epoch:', '1235', 'training cost=', '0.641077888')
('Epoch:', '1235', 'test cost=', '0.640799642')
('Epoch:', '1236', 'training cost=', '0.642555009')
('Epoch:', '1236', 'test cost=', '0.640845835')
('Epoch:', '1237', 'training cost=', '0.642326195')
('Epoch:', '1237', 'test cost=', '0.640794516')
('Epoch:', '1238', 'training cost=', '0.641486588')
('Epoch:', '1238', 'test cost=', '0.640812755')
('Epoch:', '1239', 'training cost=', '0.641819072')
('Epoch:', '1239', 'test cost=', '0.640827835')
('Epoch:', '1240', 'training cost=', '0.641067079')
('Epoch:', '1240', 'test cost=', '0.640804529')
('Epoch:', '1241', 'training cost=', '0.641308836')
('Epoch:', '1241', 'test cost=', '0.640826166')
('Epoch:', '1242', 'training cost=', '0.642170147')
('Epoch:', '1242', 'test cost=', '0.640800893')
('Epoch:', '1243', 'training cost=', '0.641793071')
('Epoch:', '1243', 'test cost=', '0.640773118')
('Epoch:', '1244', 'training cost=', '0.641245031')
('Epoch:', '1244', 'test cost=', '0.640839815')
('Epoch:', '1245', 'training cost=', '0.644112460')
('Epoch:', '1245', 'test cost=', '0.640836596')
('Epoch:', '1246', 'training cost=', '0.642190471')
('Epoch:', '1246', 'test cost=', '0.640806973')
('Epoch:', '1247', 'training cost=', '0.642666688')
('Epoch:', '1247', 'test cost=', '0.640834332')
('Epoch:', '1248', 'training cost=', '0.641105683')
('Epoch:', '1248', 'test cost=', '0.640814662')
('Epoch:', '1249', 'training cost=', '0.640546177')
('Epoch:', '1249', 'test cost=', '0.640821099')
('Epoch:', '1250', 'training cost=', '0.643304488')
('Epoch:', '1250', 'test cost=', '0.640820146')
('Epoch:', '1251', 'training cost=', '0.644322591')
('Epoch:', '1251', 'test cost=', '0.640862405')
('Epoch:', '1252', 'training cost=', '0.641417860')
('Epoch:', '1252', 'test cost=', '0.640805840')
('Epoch:', '1253', 'training cost=', '0.642246578')
('Epoch:', '1253', 'test cost=', '0.640802562')
('Epoch:', '1254', 'training cost=', '0.641479654')
('Epoch:', '1254', 'test cost=', '0.640828431')
('Epoch:', '1255', 'training cost=', '0.641214099')
('Epoch:', '1255', 'test cost=', '0.640790224')
('Epoch:', '1256', 'training cost=', '0.642707973')
('Epoch:', '1256', 'test cost=', '0.640825629')
('Epoch:', '1257', 'training cost=', '0.641355816')
('Epoch:', '1257', 'test cost=', '0.640790999')
('Epoch:', '1258', 'training cost=', '0.643075069')
('Epoch:', '1258', 'test cost=', '0.640827119')
('Epoch:', '1259', 'training cost=', '0.643417208')
('Epoch:', '1259', 'test cost=', '0.640841484')
('Epoch:', '1260', 'training cost=', '0.642553863')
('Epoch:', '1260', 'test cost=', '0.640836596')
('Epoch:', '1261', 'training cost=', '0.643512149')
('Epoch:', '1261', 'test cost=', '0.640817165')
('Epoch:', '1262', 'training cost=', '0.643576502')
('Epoch:', '1262', 'test cost=', '0.640868485')
('Epoch:', '1263', 'training cost=', '0.642200713')
('Epoch:', '1263', 'test cost=', '0.640806377')
('Epoch:', '1264', 'training cost=', '0.640624604')
('Epoch:', '1264', 'test cost=', '0.640800655')
('Epoch:', '1265', 'training cost=', '0.641660915')
('Epoch:', '1265', 'test cost=', '0.640805244')
('Epoch:', '1266', 'training cost=', '0.640989055')
('Epoch:', '1266', 'test cost=', '0.640788972')
('Epoch:', '1267', 'training cost=', '0.640522100')
('Epoch:', '1267', 'test cost=', '0.640813112')
('Epoch:', '1268', 'training cost=', '0.642482077')
('Epoch:', '1268', 'test cost=', '0.640824735')
('Epoch:', '1269', 'training cost=', '0.642682813')
('Epoch:', '1269', 'test cost=', '0.640810847')
('Epoch:', '1270', 'training cost=', '0.641117037')
('Epoch:', '1270', 'test cost=', '0.640818834')
('Epoch:', '1271', 'training cost=', '0.641936714')
('Epoch:', '1271', 'test cost=', '0.640797079')
('Epoch:', '1272', 'training cost=', '0.642921266')
('Epoch:', '1272', 'test cost=', '0.640841305')
('Epoch:', '1273', 'training cost=', '0.641741532')
('Epoch:', '1273', 'test cost=', '0.640822053')
('Epoch:', '1274', 'training cost=', '0.642665769')
('Epoch:', '1274', 'test cost=', '0.640829504')
('Epoch:', '1275', 'training cost=', '0.642784509')
('Epoch:', '1275', 'test cost=', '0.640855491')
('Epoch:', '1276', 'training cost=', '0.641907033')
('Epoch:', '1276', 'test cost=', '0.640796185')
('Epoch:', '1277', 'training cost=', '0.643160066')
('Epoch:', '1277', 'test cost=', '0.640821218')
('Epoch:', '1278', 'training cost=', '0.641086752')
('Epoch:', '1278', 'test cost=', '0.640775800')
('Epoch:', '1279', 'training cost=', '0.642092037')
('Epoch:', '1279', 'test cost=', '0.640801787')
('Epoch:', '1280', 'training cost=', '0.640051483')
('Epoch:', '1280', 'test cost=', '0.640783906')
('Epoch:', '1281', 'training cost=', '0.642709502')
('Epoch:', '1281', 'test cost=', '0.640803039')
('Epoch:', '1282', 'training cost=', '0.644633949')
('Epoch:', '1282', 'test cost=', '0.640802264')
('Epoch:', '1283', 'training cost=', '0.642057893')
('Epoch:', '1283', 'test cost=', '0.640842795')
('Epoch:', '1284', 'training cost=', '0.641851077')
('Epoch:', '1284', 'test cost=', '0.640806079')
('Epoch:', '1285', 'training cost=', '0.642135142')
('Epoch:', '1285', 'test cost=', '0.640805781')
('Epoch:', '1286', 'training cost=', '0.640477366')
('Epoch:', '1286', 'test cost=', '0.640808403')
('Epoch:', '1287', 'training cost=', '0.644721611')
('Epoch:', '1287', 'test cost=', '0.640860617')
('Epoch:', '1288', 'training cost=', '0.641033005')
('Epoch:', '1288', 'test cost=', '0.640796542')
('Epoch:', '1289', 'training cost=', '0.641600484')
('Epoch:', '1289', 'test cost=', '0.640828729')
('Epoch:', '1290', 'training cost=', '0.642460342')
('Epoch:', '1290', 'test cost=', '0.640845120')
('Epoch:', '1291', 'training cost=', '0.641617360')
('Epoch:', '1291', 'test cost=', '0.640776753')
('Epoch:', '1292', 'training cost=', '0.643415486')
('Epoch:', '1292', 'test cost=', '0.640803874')
('Epoch:', '1293', 'training cost=', '0.641035295')
('Epoch:', '1293', 'test cost=', '0.640801787')
('Epoch:', '1294', 'training cost=', '0.639495538')
('Epoch:', '1294', 'test cost=', '0.640795410')
('Epoch:', '1295', 'training cost=', '0.641465893')
('Epoch:', '1295', 'test cost=', '0.640813172')
('Epoch:', '1296', 'training cost=', '0.642949150')
('Epoch:', '1296', 'test cost=', '0.640834987')
('Epoch:', '1297', 'training cost=', '0.643422332')
('Epoch:', '1297', 'test cost=', '0.640833974')
('Epoch:', '1298', 'training cost=', '0.643004877')
('Epoch:', '1298', 'test cost=', '0.640850544')
('Epoch:', '1299', 'training cost=', '0.640542790')
('Epoch:', '1299', 'test cost=', '0.640816510')
('Epoch:', '1300', 'training cost=', '0.641753218')
('Epoch:', '1300', 'test cost=', '0.640779972')
('Epoch:', '1301', 'training cost=', '0.642539963')
('Epoch:', '1301', 'test cost=', '0.640816867')
('Epoch:', '1302', 'training cost=', '0.643561451')
('Epoch:', '1302', 'test cost=', '0.640822768')
('Epoch:', '1303', 'training cost=', '0.641712172')
('Epoch:', '1303', 'test cost=', '0.640811324')
('Epoch:', '1304', 'training cost=', '0.640644801')
('Epoch:', '1304', 'test cost=', '0.640824199')
('Epoch:', '1305', 'training cost=', '0.642588998')
('Epoch:', '1305', 'test cost=', '0.640806615')
('Epoch:', '1306', 'training cost=', '0.643207066')
('Epoch:', '1306', 'test cost=', '0.640808761')
('Epoch:', '1307', 'training cost=', '0.640203423')
('Epoch:', '1307', 'test cost=', '0.640779614')
('Epoch:', '1308', 'training cost=', '0.642703453')
('Epoch:', '1308', 'test cost=', '0.640789509')
('Epoch:', '1309', 'training cost=', '0.641653382')
('Epoch:', '1309', 'test cost=', '0.640788317')
('Epoch:', '1310', 'training cost=', '0.642380510')
('Epoch:', '1310', 'test cost=', '0.640791357')
('Epoch:', '1311', 'training cost=', '0.642410993')
('Epoch:', '1311', 'test cost=', '0.640800893')
('Epoch:', '1312', 'training cost=', '0.642860092')
('Epoch:', '1312', 'test cost=', '0.640833378')
('Epoch:', '1313', 'training cost=', '0.643220226')
('Epoch:', '1313', 'test cost=', '0.640817463')
('Epoch:', '1314', 'training cost=', '0.642885615')
('Epoch:', '1314', 'test cost=', '0.640819907')
('Epoch:', '1315', 'training cost=', '0.643138273')
('Epoch:', '1315', 'test cost=', '0.640857935')
('Epoch:', '1316', 'training cost=', '0.641581513')
('Epoch:', '1316', 'test cost=', '0.640796781')
('Epoch:', '1317', 'training cost=', '0.641282544')
('Epoch:', '1317', 'test cost=', '0.640829563')
('Epoch:', '1318', 'training cost=', '0.642817221')
('Epoch:', '1318', 'test cost=', '0.640818655')
('Epoch:', '1319', 'training cost=', '0.642217021')
('Epoch:', '1319', 'test cost=', '0.640810132')
('Epoch:', '1320', 'training cost=', '0.641227390')
('Epoch:', '1320', 'test cost=', '0.640782177')
('Epoch:', '1321', 'training cost=', '0.643088700')
('Epoch:', '1321', 'test cost=', '0.640799046')
('Epoch:', '1322', 'training cost=', '0.642403879')
('Epoch:', '1322', 'test cost=', '0.640818357')
('Epoch:', '1323', 'training cost=', '0.641340699')
('Epoch:', '1323', 'test cost=', '0.640830278')
('Epoch:', '1324', 'training cost=', '0.641849846')
('Epoch:', '1324', 'test cost=', '0.640802026')
('Epoch:', '1325', 'training cost=', '0.642533432')
('Epoch:', '1325', 'test cost=', '0.640831649')
('Epoch:', '1326', 'training cost=', '0.643706679')
('Epoch:', '1326', 'test cost=', '0.640819788')
('Epoch:', '1327', 'training cost=', '0.642612209')
('Epoch:', '1327', 'test cost=', '0.640795946')
('Epoch:', '1328', 'training cost=', '0.641098538')
('Epoch:', '1328', 'test cost=', '0.640781820')
('Epoch:', '1329', 'training cost=', '0.639840423')
('Epoch:', '1329', 'test cost=', '0.640786350')
('Epoch:', '1330', 'training cost=', '0.643691923')
('Epoch:', '1330', 'test cost=', '0.640808225')
('Epoch:', '1331', 'training cost=', '0.642236244')
('Epoch:', '1331', 'test cost=', '0.640838683')
('Epoch:', '1332', 'training cost=', '0.641524368')
('Epoch:', '1332', 'test cost=', '0.640820086')
('Epoch:', '1333', 'training cost=', '0.642176889')
('Epoch:', '1333', 'test cost=', '0.640820682')
('Epoch:', '1334', 'training cost=', '0.642637868')
('Epoch:', '1334', 'test cost=', '0.640833795')
('Epoch:', '1335', 'training cost=', '0.641944015')
('Epoch:', '1335', 'test cost=', '0.640798211')
('Epoch:', '1336', 'training cost=', '0.642486726')
('Epoch:', '1336', 'test cost=', '0.640848160')
('Epoch:', '1337', 'training cost=', '0.642328635')
('Epoch:', '1337', 'test cost=', '0.640827715')
('Epoch:', '1338', 'training cost=', '0.643000928')
('Epoch:', '1338', 'test cost=', '0.640847564')
('Epoch:', '1339', 'training cost=', '0.640429701')
('Epoch:', '1339', 'test cost=', '0.640776098')
('Epoch:', '1340', 'training cost=', '0.641467213')
('Epoch:', '1340', 'test cost=', '0.640800416')
('Epoch:', '1341', 'training cost=', '0.642207860')
('Epoch:', '1341', 'test cost=', '0.640827239')
('Epoch:', '1342', 'training cost=', '0.642193295')
('Epoch:', '1342', 'test cost=', '0.640805781')
('Epoch:', '1343', 'training cost=', '0.642252315')
('Epoch:', '1343', 'test cost=', '0.640821278')
('Epoch:', '1344', 'training cost=', '0.641205939')
('Epoch:', '1344', 'test cost=', '0.640828788')
('Epoch:', '1345', 'training cost=', '0.641770906')
('Epoch:', '1345', 'test cost=', '0.640812516')
('Epoch:', '1346', 'training cost=', '0.641433918')
('Epoch:', '1346', 'test cost=', '0.640780091')
('Epoch:', '1347', 'training cost=', '0.642004537')
('Epoch:', '1347', 'test cost=', '0.640810549')
('Epoch:', '1348', 'training cost=', '0.642665172')
('Epoch:', '1348', 'test cost=', '0.640808105')
('Epoch:', '1349', 'training cost=', '0.643575683')
('Epoch:', '1349', 'test cost=', '0.640854955')
('Epoch:', '1350', 'training cost=', '0.641574838')
('Epoch:', '1350', 'test cost=', '0.640803874')
('Epoch:', '1351', 'training cost=', '0.642423044')
('Epoch:', '1351', 'test cost=', '0.640786052')
('Epoch:', '1352', 'training cost=', '0.643215544')
('Epoch:', '1352', 'test cost=', '0.640863895')
('Epoch:', '1353', 'training cost=', '0.643085271')
('Epoch:', '1353', 'test cost=', '0.640836596')
('Epoch:', '1354', 'training cost=', '0.643243590')
('Epoch:', '1354', 'test cost=', '0.640843928')
('Epoch:', '1355', 'training cost=', '0.642306231')
('Epoch:', '1355', 'test cost=', '0.640800118')
('Epoch:', '1356', 'training cost=', '0.643278680')
('Epoch:', '1356', 'test cost=', '0.640826643')
('Epoch:', '1357', 'training cost=', '0.642526837')
('Epoch:', '1357', 'test cost=', '0.640827656')
('Epoch:', '1358', 'training cost=', '0.640888512')
('Epoch:', '1358', 'test cost=', '0.640827417')
('Epoch:', '1359', 'training cost=', '0.643646072')
('Epoch:', '1359', 'test cost=', '0.640818477')
('Epoch:', '1360', 'training cost=', '0.643291247')
('Epoch:', '1360', 'test cost=', '0.640844464')
('Epoch:', '1361', 'training cost=', '0.641022731')
('Epoch:', '1361', 'test cost=', '0.640773237')
('Epoch:', '1362', 'training cost=', '0.643477427')
('Epoch:', '1362', 'test cost=', '0.640818655')
('Epoch:', '1363', 'training cost=', '0.642519083')
('Epoch:', '1363', 'test cost=', '0.640833378')
('Epoch:', '1364', 'training cost=', '0.642558196')
('Epoch:', '1364', 'test cost=', '0.640797138')
('Epoch:', '1365', 'training cost=', '0.642778838')
('Epoch:', '1365', 'test cost=', '0.640812695')
('Epoch:', '1366', 'training cost=', '0.642947529')
('Epoch:', '1366', 'test cost=', '0.640844703')
('Epoch:', '1367', 'training cost=', '0.642352688')
('Epoch:', '1367', 'test cost=', '0.640815437')
('Epoch:', '1368', 'training cost=', '0.641599289')
('Epoch:', '1368', 'test cost=', '0.640818775')
('Epoch:', '1369', 'training cost=', '0.642160366')
('Epoch:', '1369', 'test cost=', '0.640817821')
('Epoch:', '1370', 'training cost=', '0.642659836')
('Epoch:', '1370', 'test cost=', '0.640811622')
('Epoch:', '1371', 'training cost=', '0.642753981')
('Epoch:', '1371', 'test cost=', '0.640838206')
('Epoch:', '1372', 'training cost=', '0.642837596')
('Epoch:', '1372', 'test cost=', '0.640803814')
('Epoch:', '1373', 'training cost=', '0.642276483')
('Epoch:', '1373', 'test cost=', '0.640816867')
('Epoch:', '1374', 'training cost=', '0.641602651')
('Epoch:', '1374', 'test cost=', '0.640773296')
('Epoch:', '1375', 'training cost=', '0.642945688')
('Epoch:', '1375', 'test cost=', '0.640818655')
('Epoch:', '1376', 'training cost=', '0.642047919')
('Epoch:', '1376', 'test cost=', '0.640810668')
('Epoch:', '1377', 'training cost=', '0.641782562')
('Epoch:', '1377', 'test cost=', '0.640818059')
('Epoch:', '1378', 'training cost=', '0.643999323')
('Epoch:', '1378', 'test cost=', '0.640848994')
('Epoch:', '1379', 'training cost=', '0.642632051')
('Epoch:', '1379', 'test cost=', '0.640826285')
('Epoch:', '1380', 'training cost=', '0.642236194')
('Epoch:', '1380', 'test cost=', '0.640829682')
('Epoch:', '1381', 'training cost=', '0.640891133')
('Epoch:', '1381', 'test cost=', '0.640807033')
('Epoch:', '1382', 'training cost=', '0.641895675')
('Epoch:', '1382', 'test cost=', '0.640797436')
('Epoch:', '1383', 'training cost=', '0.641813187')
('Epoch:', '1383', 'test cost=', '0.640813291')
('Epoch:', '1384', 'training cost=', '0.642068470')
('Epoch:', '1384', 'test cost=', '0.640797257')
('Epoch:', '1385', 'training cost=', '0.641550727')
('Epoch:', '1385', 'test cost=', '0.640782416')
('Epoch:', '1386', 'training cost=', '0.643414514')
('Epoch:', '1386', 'test cost=', '0.640800714')
('Epoch:', '1387', 'training cost=', '0.642690780')
('Epoch:', '1387', 'test cost=', '0.640793383')
('Epoch:', '1388', 'training cost=', '0.642299517')
('Epoch:', '1388', 'test cost=', '0.640834391')
('Epoch:', '1389', 'training cost=', '0.642029863')
('Epoch:', '1389', 'test cost=', '0.640814424')
('Epoch:', '1390', 'training cost=', '0.642041311')
('Epoch:', '1390', 'test cost=', '0.640812576')
('Epoch:', '1391', 'training cost=', '0.641460460')
('Epoch:', '1391', 'test cost=', '0.640799880')
('Epoch:', '1392', 'training cost=', '0.641105957')
('Epoch:', '1392', 'test cost=', '0.640782177')
('Epoch:', '1393', 'training cost=', '0.642370872')
('Epoch:', '1393', 'test cost=', '0.640802026')
('Epoch:', '1394', 'training cost=', '0.641117459')
('Epoch:', '1394', 'test cost=', '0.640828729')
('Epoch:', '1395', 'training cost=', '0.641213078')
('Epoch:', '1395', 'test cost=', '0.640801787')
('Epoch:', '1396', 'training cost=', '0.641734147')
('Epoch:', '1396', 'test cost=', '0.640823364')
('Epoch:', '1397', 'training cost=', '0.641896805')
('Epoch:', '1397', 'test cost=', '0.640769303')
('Epoch:', '1398', 'training cost=', '0.642091937')
('Epoch:', '1398', 'test cost=', '0.640830398')
('Epoch:', '1399', 'training cost=', '0.640019519')
('Epoch:', '1399', 'test cost=', '0.640803635')
('Epoch:', '1400', 'training cost=', '0.642752160')
('Epoch:', '1400', 'test cost=', '0.640807748')
('Epoch:', '1401', 'training cost=', '0.641014238')
('Epoch:', '1401', 'test cost=', '0.640804589')
('Epoch:', '1402', 'training cost=', '0.641176302')
('Epoch:', '1402', 'test cost=', '0.640799046')
('Epoch:', '1403', 'training cost=', '0.639927766')
('Epoch:', '1403', 'test cost=', '0.640778542')
('Epoch:', '1404', 'training cost=', '0.639656908')
('Epoch:', '1404', 'test cost=', '0.640801787')
('Epoch:', '1405', 'training cost=', '0.641866567')
('Epoch:', '1405', 'test cost=', '0.640782833')
('Epoch:', '1406', 'training cost=', '0.641900456')
('Epoch:', '1406', 'test cost=', '0.640786409')
('Epoch:', '1407', 'training cost=', '0.642060751')
('Epoch:', '1407', 'test cost=', '0.640793383')
('Epoch:', '1408', 'training cost=', '0.643056225')
('Epoch:', '1408', 'test cost=', '0.640852928')
('Epoch:', '1409', 'training cost=', '0.641424500')
('Epoch:', '1409', 'test cost=', '0.640808523')
('Epoch:', '1410', 'training cost=', '0.641356180')
('Epoch:', '1410', 'test cost=', '0.640811205')
('Epoch:', '1411', 'training cost=', '0.641013445')
('Epoch:', '1411', 'test cost=', '0.640790403')
('Epoch:', '1412', 'training cost=', '0.642196270')
('Epoch:', '1412', 'test cost=', '0.640805185')
('Epoch:', '1413', 'training cost=', '0.643122569')
('Epoch:', '1413', 'test cost=', '0.640800416')
('Epoch:', '1414', 'training cost=', '0.641311271')
('Epoch:', '1414', 'test cost=', '0.640817881')
('Epoch:', '1415', 'training cost=', '0.642269533')
('Epoch:', '1415', 'test cost=', '0.640790939')
('Epoch:', '1416', 'training cost=', '0.642413743')
('Epoch:', '1416', 'test cost=', '0.640777469')
('Epoch:', '1417', 'training cost=', '0.640695068')
('Epoch:', '1417', 'test cost=', '0.640782833')
('Epoch:', '1418', 'training cost=', '0.642775871')
('Epoch:', '1418', 'test cost=', '0.640824318')
('Epoch:', '1419', 'training cost=', '0.642041614')
('Epoch:', '1419', 'test cost=', '0.640804708')
('Epoch:', '1420', 'training cost=', '0.643364887')
('Epoch:', '1420', 'test cost=', '0.640794039')
